,0,1,2,3,4,5,6,7,8,9,10
0,0.056338028169014086,0.10578842315369262,0.21729490022172948,0.3017991874637261,0.010075566750629723,0.021483021483021482,0.4226873733963538,0.8965113412228797,0.31587628865979384,0.6165171382562686,0.16942355889724312
1,0.06779661016949153,0.10909090909090909,0.2167883211678832,0.3045292014302741,0.022099447513812154,0.03479973736047275,0.3769045709703288,0.398822663723326,0.29673590504451036,0.5759654471544715,0.16040609137055836
2,0.024390243902439025,0.07894736842105263,0.14108910891089108,0.20941336971350613,0.010620915032679739,0.018194070080862535,0.4024130589070263,0.35213537469782435,0.3352044907778669,0.581060606060606,0.14830072090628219
3,0.05187319884726225,0.10220440881763528,0.23388203017832648,0.31984478935698446,0.004492362982929021,0.008172362555720654,0.41637010676156583,0.5181214905564063,0.014829142488716958,0.44919786096256686,0.034688995215311005
4,0.037900874635568516,0.08669354838709678,0.20181219110378912,0.26569037656903766,0.007774538386783284,0.013428120063191154,0.37702265372168287,0.46365914786967416,0.03268765133171913,0.42644513672551054,0.04467960023515579
5,0.02711864406779661,0.08314087759815242,0.15676141257536608,0.22159887798036465,0.011111111111111112,0.024478041756659467,0.35993485342019543,0.26043956043956046,0.5664153886145048,0.6130676552363299,0.1949685534591195
6,0.025547445255474453,0.07518796992481203,0.1860082304526749,0.2679738562091503,0.0058823529411764705,0.013186813186813187,0.4929906542056075,0.4550898203592814,0.20106331561140647,0.6246896863010607,0.16607773851590105
7,0.07692307692307693,0.11496746203904555,0.21217105263157895,0.27278688524590167,0.007150153217568948,0.015310233682514102,0.4160057678442682,0.897105520273571,0.023809523809523808,0.3337330135891287,0.025703794369645042
8,0.03987730061349693,0.07929515418502203,0.18907563025210083,0.27261064785118666,0.008450704225352112,0.01344286781179985,0.36601859678782755,0.5030071077091307,0.016785022595222725,0.3344038538739462,0.017890191239975324
9,0.054982817869415807,0.1053864168618267,0.22033898305084745,0.3148148148148148,0.02003484320557491,0.03254237288135593,0.45718050065876153,0.8919502617801047,0.28936170212765955,0.5512614063338701,0.1328125
10,0.0438871473354232,0.08237986270022883,0.17140396210163653,0.2544581618655693,0.008050089445438283,0.018779342723004695,0.41027496382054995,0.8970884453396814,0.06174957118353345,0.42422145328719724,0.02607640994542147
11,0.03793103448275862,0.09133489461358314,0.17253218884120172,0.26639621365787697,0.008379888268156424,0.014195583596214511,0.4146341463414634,0.8941694309772902,0.2969543147208122,0.6462715105162524,0.17477656405163852
12,0.05190311418685121,0.09006928406466513,0.20214395099540583,0.30897207367795604,0.0009276437847866419,0.006578947368421052,0.37088815789473684,0.8873668188736682,0.014184397163120567,0.2679362267493357,0.01717557251908397
13,0.03559870550161812,0.07398568019093078,0.15089514066496162,0.24566088117489987,0.009314140558848433,0.01439342015078821,0.38716814159292035,0.37928408225437926,0.03231492361927144,0.33572854291417165,0.019571865443425075
14,0.05730659025787966,0.09473684210526316,0.19201228878648233,0.2653190145293746,0.013776337115072933,0.0195822454308094,0.34375,0.23890784982935154,0.45529257067718604,0.5059594755661502,0.06829823562891292
15,0.04201680672268908,0.07296137339055794,0.21661931818181818,0.2698982645122681,0.006633499170812604,0.008807588075880758,0.3884057971014493,0.4009728978457262,0.09201101928374655,0.4952987564452533,0.04712041884816754
16,0.06956521739130435,0.11226611226611227,0.22463261021693492,0.27896995708154504,0.010978956999085087,0.016163035839775124,0.46439440048691416,0.45460199004975127,0.06235565819861432,0.5272779205941159,0.08380202474690664
17,0.05,0.09852216748768473,0.19607843137254902,0.2590879048248513,0.0136,0.022643818849449205,0.4417055296469021,0.879359591100421,0.4631782945736434,0.6192325262677022,0.19825496849248667
